relation_id,head,relation,tail,context,source
REL_779,LATCH,subclass of,ENGINE,LOST RIGHT ENGINE COMPARTMENT DOOR IN FLIGHT. STRUCK TAIL ROTOR. LATCH MAY NOT HAVE BEEN SECURED.,rebel
REL_780,AMPHIBIAM,instance of,AIRCRAFT,THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH THE WHEELS EXTENDED. THE AIRCRAFT NOSED OVER IN THE WATER.,rebel
REL_781,LEFT ENGINE COWL,product or material produced,OIL,OIL ON LEFT ENGINE COWL AND LOW OIL PRESSURE. AFTER LANDING FOUND OIL CAP NOT SECURED.,rebel
REL_782,NR 2,subclass of,ENGINE COWLING,NOTIFIED BY OTHER AIRCRAFT NR 2 ENGINE COWLING WAS OPEN. ABORTED TAKEOFF. CENTER AND FORWARD LATCHES NOT LATCHED.,rebel
REL_783,SPIN,has effect,GROUND IMPACT,LOOSE FRONT SEAT BELT BLOCKED RUDDER DURING A PRACTICE SPIN. PILOT WAS UNABLE TO STOP SPIN PRIOR TO GROUND IMPACT.,rebel
REL_783,GROUND IMPACT,has cause,SPIN,LOOSE FRONT SEAT BELT BLOCKED RUDDER DURING A PRACTICE SPIN. PILOT WAS UNABLE TO STOP SPIN PRIOR TO GROUND IMPACT.,rebel
REL_784,TAKEOFF,has effect,AN OFF AIRPORT,ENGINE QUIT SHORTLY AFTER TAKEOFF CAUSING AN OFF AIRPORT LANDING. FUEL SELECTOR ON A NEAR EMPTY TANK.,rebel
REL_784,AN OFF AIRport,has cause,TAKEOFF,ENGINE QUIT SHORTLY AFTER TAKEOFF CAUSING AN OFF AIRPORT LANDING. FUEL SELECTOR ON A NEAR EMPTY TANK.,rebel
REL_785,WATER,has part,FUEL,ENGINE FAILED DUE TO WATER IN FUEL SYSTEM. AIRCRAFT OUT OF ANNUAL. USING AUTO FUEL WITHOUT SUPPLEMENTAL.,rebel
REL_785,FUEL,part of,WATER,ENGINE FAILED DUE TO WATER IN FUEL SYSTEM. AIRCRAFT OUT OF ANNUAL. USING AUTO FUEL WITHOUT SUPPLEMENTAL.,rebel
REL_786,TAKEOFF ROLL,subclass of,AIRCRAFT,"PILOTS SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT SIDE OF RUNWAY, HIT DITCH, NOSED OVER. SEAT LOCK OKAY.",rebel
REL_787,6650L,followed by,6530M,DURING TAXI PILOTS SEAT SKID REARWARD. STRUCK 6650L AND 6530M. WRONG SEAT BACK WITH WRONG LOCKING MECHANISM.,rebel
REL_787,6530M,follows,6650L,DURING TAXI PILOTS SEAT SKID REARWARD. STRUCK 6650L AND 6530M. WRONG SEAT BACK WITH WRONG LOCKING MECHANISM.,rebel
REL_788,TAKEOFF,subclass of,AIRCRAFT,PILOT NEGLECTED TO CHECK IF SEAT WAS LOCKED IN TRACK. SEAT SLID BACK ON TAKEOFF ROLL. AIRCRAFT LEFT THE RUNWAY.,rebel
REL_789,CLIMB,followed by,CRUISE,DOOR CAME OFF DURING CLIMB TO CRUISE. APPARENTLY DOOR WAS NOT PROPERLY LATCHED. NO INDICATION OF PROBLEM WITH DOOR.,rebel
REL_789,CRUISE,follows,CLIMB,DOOR CAME OFF DURING CLIMB TO CRUISE. APPARENTLY DOOR WAS NOT PROPERLY LATCHED. NO INDICATION OF PROBLEM WITH DOOR.,rebel
REL_790,AILERON,has part,GUST,FAILED TO REMOVE WOODEN AILERON GUST LOCKS PRIOR TO TAKEOFF. WAS ABLE TO CIRCLE AND LAND USING THE RUDDER.,rebel
REL_790,GUST,part of,AILERON,FAILED TO REMOVE WOODEN AILERON GUST LOCKS PRIOR TO TAKEOFF. WAS ABLE TO CIRCLE AND LAND USING THE RUDDER.,rebel
REL_791,CARB HEAT,has effect,COMPRESSION,ATTEMPTED GO AROUND WITH CARB HEAT ON AND FLAPS DOWN. TWO CYLINDERS HAD LOW COMPRESSION. STRUCK TREE AND GROUND.,rebel
REL_791,COMPRESSION,has cause,CARB HEAT,ATTEMPTED GO AROUND WITH CARB HEAT ON AND FLAPS DOWN. TWO CYLINDERS HAD LOW COMPRESSION. STRUCK TREE AND GROUND.,rebel
REL_792,FOUND WATER IN THE FUEL,location,AIRPORT,ENGINE QUIT ON CLIMBOUT. UNABLE TO REACH AIRPORT STALLED DURING FORCED LANDING. FOUND WATER IN THE FUEL.,rebel
REL_793,FUEL BURN,has cause,FUEL VENT,UNEVEN FUEL BURN DUE TO MUD DAUBER BLOCKAGE IN FUEL VENT. ENGINE QUIT. AIRCRAFT NOSED OVER IN OPEN FIELD.,rebel
REL_793,FUEL VENT,has effect,FUEL BURN,UNEVEN FUEL BURN DUE TO MUD DAUBER BLOCKAGE IN FUEL VENT. ENGINE QUIT. AIRCRAFT NOSED OVER IN OPEN FIELD.,rebel
REL_794,FUEL STRAINER,has part,DRAIN VALVE,UNABLE TO GLIDE TO AIRPORT AFTER ENGINE QUIT. FUEL EXHAUSTION. FUEL STRAINER DRAIN VALVE FOUND TO BE HALF OPEN.,rebel
REL_794,DRAIN VALVE,part of,FUEL STRAINER,UNABLE TO GLIDE TO AIRPORT AFTER ENGINE QUIT. FUEL EXHAUSTION. FUEL STRAINER DRAIN VALVE FOUND TO BE HALF OPEN.,rebel
REL_795,Crash OCCURRED DURING FORCED LANDING,has cause,ENGINE FAILURE DURING TAKEOFF,CRASH OCCURRED DURING FORCED LANDING AFTER ENGINE FAILURE DURING TAKEOFF. AIRCRAFT HAD NOT HAD ANNUAL INSPECTION.,rebel
REL_795,ENGINE FAILURE DURING TAKEOFF,has effect,Crash OCCURRED DURING FORCED LANDing,CRASH OCCURRED DURING FORCED LANDING AFTER ENGINE FAILURE DURING TAKEOFF. AIRCRAFT HAD NOT HAD ANNUAL INSPECTION.,rebel
REL_796,HAD NEGLECTED TO REMOVE A WEIGHTED TAIL TIEDOWN,instance of,CLIMBOUT,STALLED DURING CLIMBOUT BUT RECOVERED AND LANDED. HAD NEGLECTED TO REMOVE A WEIGHTED TAIL TIEDOWN.,rebel
REL_797,STALLED,subclass of,CLIMBOUT,NEGLECTED TO REMOVE HOMEMADE RIGHT CONTROL WHEEL LOCK DURING HASTY DEPARTURE. STALLED ON CLIMBOUT. BURNED ON IMPACT,rebel
REL_798,FUELED,has part,JET FUEL,BOTH ENGINES LOST POWER AFTER TAKEOFF. LANDED GEAR UP IN FIELD AND FIRE ERUPTED. IMPROPERLY FUELED WITH JET FUEL.,rebel
REL_798,JET FUEL,part of,FUELED,BOTH ENGINES LOST POWER AFTER TAKEOFF. LANDED GEAR UP IN FIELD AND FIRE ERUPTED. IMPROPERLY FUELED WITH JET FUEL.,rebel
REL_799,COWLING,subclass of,ENGINE,ENGINE COWLING NOT PROPERLY SECURED CAME LOOSE ON THE TAKEOFF ROLL. ABORTED AND OVERRAN THE RUNWAY CAUSING DAMAGE.,rebel
REL_800,UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT,followed by,TREES,UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT. SETTLED INTO TREES.,rebel
REL_800,TREES,follows,UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT,UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT. SETTLED INTO TREES.,rebel
REL_801,TURTLE,part of,ENGINE,"STARTED ENGINE WITH MAIN ROTORS TIEDOWN. BLADE SLIPPED OUT OF SOCK, STRUCK TAIL BOOM AND TURTLE BACK.",rebel
REL_802,EMERGENCY,has effect,LANDING,STRUCK TREE AND NOSED OVER DURING EMERGENCY LANDING DUE TO LACK OF ENGINE RESPONSE. PRIMER IN OPEN POSITION.,rebel
REL_802,LANDING,has cause,EMERGENCY,STRUCK TREE AND NOSED OVER DURING EMERGENCY LANDING DUE TO LACK OF ENGINE RESPONSE. PRIMER IN OPEN POSITION.,rebel
REL_803,BAGGAGE,part of,AIRCRAFT,DURING PREFLIGHT PILOT FAILED TO ENSURE NOSE BAGGAGE DOOR WAS LOCKED. SUITCASE FELL FROM AIRCRAFT ON CLIMB.,rebel
REL_803,AIRCRAFT,has part,BAGGAGE,DURING PREFLIGHT PILOT FAILED TO ENSURE NOSE BAGGAGE DOOR WAS LOCKED. SUITCASE FELL FROM AIRCRAFT ON CLIMB.,rebel
REL_804,TAKEOFF ROLL,part of,COPILOT,NO AIRSPEED ON TAKEOFF ROLL. ABORTED BUT OVERRAN THE RUNWAY. COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS.,rebel
REL_804,COPILOT,has part,TAKEOFF ROLL,NO AIRSPEED ON TAKEOFF ROLL. ABORTED BUT OVERRAN THE RUNWAY. COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS.,rebel
REL_805,WING STRUCK CONSTRUCTION BARRICADES,part of,RUNWAY,A WING STRUCK CONSTRUCTION BARRICADES DURING THE LANDING ROLL. RUNWAY WAS OPENED WITHOUT CHECKING ON BARRIERS.,rebel
REL_805,RUNWAY,has part,WING STRUCK CONSTRUCTION BARRICADES,A WING STRUCK CONSTRUCTION BARRICADES DURING THE LANDING ROLL. RUNWAY WAS OPENED WITHOUT CHECKING ON BARRIERS.,rebel
REL_806,LIFTOFF,subclass of,LANDING,LOOSE GLOVE BOX RESTRICTED REAR MOVEMENT OF CONTROL WHEEL. HIT TREE AFTER LIFTOFF. SUBSEQUENTLY MADE HARD LANDING.,rebel
REL_807,BAY BECAUSE OF LEAKING FLOAT,has part,COLD WATER,AIRCRAFT SANK IN BAY BECAUSE OF LEAKING FLOAT. TWO PASSENGERS DID NOT MAKE SHORE BECAUSE OF COLD WATER.,rebel
REL_807,COLD WATER,part of,BAY BECAUSE OF LEAKING FLOAT,AIRCRAFT SANK IN BAY BECAUSE OF LEAKING FLOAT. TWO PASSENGERS DID NOT MAKE SHORE BECAUSE OF COLD WATER.,rebel
REL_808,TAKEOFF,instance of,ENGINE,ENGINE LACKED FULL POWER TO GO AROUND FROM LOW PASS. LOWER PLUGS WERE FOULED. PILOT IGNORED ROUGH MAGS ON TAKEOFF.,rebel
REL_809,MAX X WIND,subclass of,WINDS,"STRONG GUSTY WINDS EXCEEDED MAX X WIND COMPONENT, LANDED LONG, GO AROUND, HIT TREE AND POLE. FLAPS, GEAR EXTENDED.",rebel
REL_810,TAKEOFF,located in or next to body of water,OCEAN,"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN. AIRCRAFT HAD BEEN SERVICED WITH 147 GALLONS OF JET A FUEL.",rebel
REL_811,PILOT,uses,AIRCRAFT,STUDENT PILOT FAILED TO CONTROL AIRCRAFT DURING GO AROUND FROM A BOUNCED LANDING. FLAPS WERE RETRACTED EARLY.,rebel
REL_811,AIRCRAFT,used by,PILOT,STUDENT PILOT FAILED TO CONTROL AIRCRAFT DURING GO AROUND FROM A BOUNCED LANDING. FLAPS WERE RETRACTED EARLY.,rebel
REL_812,LOST BRAKE FLUID,facet of,BRAKE PAD,"BRAKE FAILED WHEN APPLIED FOR TURN OFF RUNWAY.RAN DOWN EMBANKMENT. BRAKE PAD BADLY WORN, LOST BRAKE FLUID.",rebel
REL_813,TRUNION SPREAD,subclass of,ROLLOUT,"NOSE GEAR COLLAPSED ON ROLLOUT. TURN STOP ON STRUT COLLAR SHEARED, TRUNION SPREAD. PROBABLY FROM TOWING AIRCRAFT.",rebel
REL_814,LATCHING,subclass of,ENGINE COWLING,PART OF ENGINE COWLING SEPARATED DUE TO IMPROPER LATCHING. PILOT RETURNED TO AIRPORT FOR EMERGENCY LANDING.,rebel
REL_815,HYDRAULIC PUMP,has part,NOSE GEAR,RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED. FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED.,rebel
REL_815,HYDRAULIC PUMP,has part,NOSE GEAR,RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED. FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED.,rebel
REL_815,NOSE GEAR,part of,HYDRAULIC PUMP,RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED. FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED.,rebel
REL_815,NOSE GEAR,part of,HYDRAULIC PUMP,RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED. FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED.,rebel
REL_816,GASCOLATOR,has part,CARBURETOR,"ENGINE QUIT AFTER TAKEOFF. LANDED IN FIELD. 2 QUARTS OF WATER IN LEFT FUEL TANK, WATER IN CARBURETOR, GASCOLATOR.",rebel
REL_817,NOSEWHEEL,subclass of,STEERING,WHILE TAXIING LOST NOSEWHEEL STEERING AND BRAKES. STRUCK 2 AIRCRAFT AND FENCE. CIRCUIT BREAKER HYDRAULIC PUMP OPEN.,rebel
REL_818,FUEL STARVATION,has effect,EMERGENCY LANDING,"PILOT LEFT FUEL STRAINER VALVE IN THE OPEN POSITION. FUEL STARVATION, BOTH ENGINES QUIT, EMERGENCY LANDING.",rebel
REL_818,EMERGENCY LANDING,has cause,FUEL STARVATION,"PILOT LEFT FUEL STRAINER VALVE IN THE OPEN POSITION. FUEL STARVATION, BOTH ENGINES QUIT, EMERGENCY LANDING.",rebel
REL_819,TERRAIN,part of,CANYON,AIRCRAFT COLLIDED WITH TREES AND TERRAIN IN BOTTOM OF A CANYON. SUSPECT WATER IN FUEL SYSTEM CAUSE THE POWER LOSS.,rebel
REL_819,CANYON,has part,TERRAIN,AIRCRAFT COLLIDED WITH TREES AND TERRAIN IN BOTTOM OF A CANYON. SUSPECT WATER IN FUEL SYSTEM CAUSE THE POWER LOSS.,rebel
REL_820,TAKEOFF,part of,ICY RUNWAY,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.",rebel
REL_820,TAKEOFF,part of,HIT TREE,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.",rebel
REL_820,HIT TREE,has part,TAKEOFF,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.",rebel
REL_820,HIT TREE,has part,HIT TREE,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.",rebel
REL_820,HIT TREE,has part,TAKEOFF,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.",rebel
REL_820,HIT TREE,has part,HIT TREE,"AUTOPILOT INADVERTENTLY LEFT ON. COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND.",rebel
REL_821,FUEL PUMP,significant event,POWER LOSS,"HARD LANDING ON BEACH AFTER POWER LOSS. WATER FOUND IN FUEL FILTER, FUEL PUMP AND REFUELING DRUM.",rebel
REL_822,TAKEOFF,part of,CONTROL ZONE IFR,"TRIED TAKEOFF, NO CLEARANCE WITH CONTROL ZONE IFR. WOULD NOT FLY. WATER IN FLOATS. ABORTED, HIT BRIDGE PILING, SANK",rebel
REL_823,PILOT,has part,LEFT ENGINE,PILOT DID NOT PERFORM PROPER PREFLIGHT INSPECTION. POWER LOSS IN LEFT ENGINE. FOUND WATER IN FUEL SYSTEM.,rebel
REL_823,LEFT ENGINE,part of,PILOT,PILOT DID NOT PERFORM PROPER PREFLIGHT INSPECTION. POWER LOSS IN LEFT ENGINE. FOUND WATER IN FUEL SYSTEM.,rebel
REL_824,COWLING FASTNERS,subclass of,ENGINE COWLING,ENGINE COWLING CAME LOOSE ON INBOARD SIDE. NORMAL LANDING MADE. COWLING FASTNERS WERE UNLOCKED.,rebel
REL_825,FUEL STAIN,part of,FUEL TANK VENT,"ENGINE QUIT ON APPROACH. FUEL HAD BEEN SIPHONING FROM FUEL TANK VENT. VENT HAD BEEN CUT OFF, FUEL STAIN ON WING.",rebel
REL_826,TAKEOFF,has cause,CARBURETOR,"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED. FUEL LEAK IGNORED BY PLILOT. AIRCRAFT BURNED AFTER IMPACT.",rebel
REL_826,CARBURETOR,has effect,TAKEOFF,"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED. FUEL LEAK IGNORED BY PLILOT. AIRCRAFT BURNED AFTER IMPACT.",rebel
REL_827,CARB BOWL,has part,FUEL SCREEN,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.,rebel
REL_827,FUEL SCREEN,part of,CARB BOWL,ENGINE QUIT ON TAKEOFF LANDED IN FIELD. WRINKLES IN FUEL BLADDERS. MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN.,rebel
REL_828,AIRCRAFT DUE TO JET BLAST,instance of,AIRCRAFT,OPEN CREW DOOR SEPARATED FROM AIRCRAFT DUE TO JET BLAST FROM ANOTHER AIRCRAFT.,rebel
REL_829,BASE REAR,manufacturer,CARGO,WHILE DEADHEADING TO BASE REAR CARGO DOOR CAME OPEN.,rebel
REL_829,CARGO,product or material produced,BASE REAR,WHILE DEADHEADING TO BASE REAR CARGO DOOR CAME OPEN.,rebel
REL_830,TAKEOFF,product or material produced,WATER,LANDED IMMEDIATELY AFTER TAKEOFF ON SAME RUNWAY. OVER ONE PINT OF WATER WAS IN TANKS AND SYSTEM.,rebel
REL_831,AD 721101,instance of,EXPLOSION,AFTER STARTING ENGINE AN EXPLOSION OCCURRED FOLLOWED BY FIRE. AD 721101 HAD NOT BEEN COMPLIED WITH.,rebel
REL_832,ALTIMETER,has part,MINIMUM DESCENT,"DID NOT SET IN ALTIMETER SETTING, READ 300 FEET HIGH. LOW AT MINIMUM DESCENT ALTITUDE, IMPACTED TREES.",rebel
REL_832,MINIMUM DESCENT,part of,ALTIMETER,"DID NOT SET IN ALTIMETER SETTING, READ 300 FEET HIGH. LOW AT MINIMUM DESCENT ALTITUDE, IMPACTED TREES.",rebel
REL_833,TAKEOFF,location,AIRPORT,"AFTER TAKEOFF, PILOT HAD FLUCTUATING OIL PRESSURE. RETURNED TO AIRPORT. FOUND ENGINE OIL LOW. SERVICED, CHECKED OK.",rebel
REL_834,FUEL TANKS,subclass of,ENGINE,ENGINE LOST POWER DURING CLIMB. LANDED ON ROAD. WATER FOUND IN FUEL TANKS.,rebel
REL_835,WIDTH,part of,AREA,"NOTAM SAID 50 FT WIDTH SNOW CLEARED. AREA CLEARED WAS 30 FT WITH CURVE. WHEEL STRUCK SNOWBANK, ENGINES INTO SNOW.",rebel
REL_835,AREA,has part,WIDTH,"NOTAM SAID 50 FT WIDTH SNOW CLEARED. AREA CLEARED WAS 30 FT WITH CURVE. WHEEL STRUCK SNOWBANK, ENGINES INTO SNOW.",rebel
REL_836,TAKEOFF,has part,POWERLINES,"ENGINE QUIT AFTER TAKEOFF. HIT TREE, POWERLINES, GROUND. FUEL LINE TO CARBURETOR FULL OF WATER.",rebel
REL_836,TAKEOFF,has part,CARBURETOR,"ENGINE QUIT AFTER TAKEOFF. HIT TREE, POWERLINES, GROUND. FUEL LINE TO CARBURETOR FULL OF WATER.",rebel
REL_836,POWERLINES,part of,TAKEOFF,"ENGINE QUIT AFTER TAKEOFF. HIT TREE, POWERLINES, GROUND. FUEL LINE TO CARBURETOR FULL OF WATER.",rebel
REL_836,CARBURETOR,part of,TAKEOFF,"ENGINE QUIT AFTER TAKEOFF. HIT TREE, POWERLINES, GROUND. FUEL LINE TO CARBURETOR FULL OF WATER.",rebel
REL_837,TANKS,subclass of,ENGINE,"ENGINE QUIT, RESTART SEVERAL TIMES WITH PARTIAL POWER. SAFE LANDING. WATER IN TANKS. LOW FUEL. STC FOR AUTO GAS.",rebel
REL_838,TAKEOFF,located in the administrative territorial entity,TAXIWAY,"ON TAKEOFF, NOSE TIRE FLIPPED FLUSH TAXIWAY CENTERLINE LIGHT COVER HOUSING INTO LANDING GEAR. CUT HYDRAULIC LINE.",rebel
REL_839,FUEL,has part,CARBURETOR,LOST POWER LANDED SHORT OF RUNWAY AND FLIPPED OVER. WATER IN FUEL SYSTEM AND CARBURETOR.,rebel
REL_839,CARBURETOR,part of,FUEL,LOST POWER LANDED SHORT OF RUNWAY AND FLIPPED OVER. WATER IN FUEL SYSTEM AND CARBURETOR.,rebel
REL_840,LANDING RIGHT PROPELLER,different from,UNDERSPEED GOVERNOR LINKAGE,AFTER LANDING RIGHT PROPELLER REVERSE INEFFECTIVE. UNDERSPEED GOVERNOR LINKAGE DISCONNECTED.,rebel
REL_840,UNDERSPEED GOVERNOR LINKAGE,different from,LANDING RIGHT PROPELLER,AFTER LANDING RIGHT PROPELLER REVERSE INEFFECTIVE. UNDERSPEED GOVERNOR LINKAGE DISCONNECTED.,rebel
REL_841,AIRCRAFT,uses,FIRE,"GROUND PERSONNEL POSITIONED LARGE FIRE EXTINGUISHER NEAR AIRCRAFT. STRUCK EXTINGUISHER, DAMAGE TO BOTH PROPELLERS.",rebel
REL_842,TAKEOFF,product or material produced,MOISTURE,LOSS OF POWER ON TAKEOFF. AIRCRAFT TURNED OVER IN SNOW COVERED FIELD. MOISTURE FOUND IN FUEL SYSTEM.,rebel
REL_843,TAKEOFF,has part,RUDDER GUST LOCK,LOST CONTROL AFTER ABORTING TAKEOFF DUE TO FAILURE TO REMOVE A RUDDER GUST LOCK.RAN OFF THE RUNWAY AND OVERTURNED.,rebel
REL_843,RUDDER GUST LOCK,part of,TAKEOFF,LOST CONTROL AFTER ABORTING TAKEOFF DUE TO FAILURE TO REMOVE A RUDDER GUST LOCK.RAN OFF THE RUNWAY AND OVERTURNED.,rebel
REL_844,ENGINE,part of,AIRCRAFT,AFTER STARTING ENGINE AIRCRAFT MOVED FORWARD STRIKING 5560G. PILOT COULD NOT ADEQUATELY REACH BRAKE PEDALS.,rebel
REL_844,AIRCRAFT,has part,ENGINE,AFTER STARTING ENGINE AIRCRAFT MOVED FORWARD STRIKING 5560G. PILOT COULD NOT ADEQUATELY REACH BRAKE PEDALS.,rebel
REL_845,FLAMEOUT,opposite of,IGNITORS,TURNED ON ENGINE ANTI ICE BUT NOT IGNITORS IN ICING CONDITIONS. DOUBLE FLAMEOUT AND RESTARTS.,rebel
REL_845,IGNITORS,opposite of,FLAMEOUT,TURNED ON ENGINE ANTI ICE BUT NOT IGNITORS IN ICING CONDITIONS. DOUBLE FLAMEOUT AND RESTARTS.,rebel
REL_846,CIRCUIT,used by,CIRCUIT BREAKER,LANDED BESIDE RUNWAY WITH GEAR PARTIALLY EXTENDED. GEAR MOTOR CIRCUIT BREAKER POPPED. MANUAL GEAR RELEASE UNENGAGED,rebel
REL_846,CIRCUIT BREAKER,uses,CIRCUIT,LANDED BESIDE RUNWAY WITH GEAR PARTIALLY EXTENDED. GEAR MOTOR CIRCUIT BREAKER POPPED. MANUAL GEAR RELEASE UNENGAGED,rebel
REL_847,LANDED GEAR UP BESIDE RUNWAY,subclass of,MANUAL EXTENSION HANDLE,BATTERY TOO LOW TO EXCITE ALTERNATORS.UNABLE TO UNSTOW MANUAL EXTENSION HANDLE. LANDED GEAR UP BESIDE RUNWAY.,rebel
REL_848,BAGGAGE,different from,BANKED,"RETURNING WITH OPEN NOSE BAGGAGE DOOR, LEFT PROP FEATHERED, GEAR DOWN. BANKED LEFT AND NOSED INTO TREES AND GROUND.",rebel
REL_848,BANKED,different from,BAGGAGE,"RETURNING WITH OPEN NOSE BAGGAGE DOOR, LEFT PROP FEATHERED, GEAR DOWN. BANKED LEFT AND NOSED INTO TREES AND GROUND.",rebel
REL_849,NOSE WHEEL,part of,MANHOLE,NOSE WHEEL FELL INTO UNCOVERED MANHOLE DURING TAXI. MANHOLE COVER NEARBY. DAMAGE TO NOSE GEAR DOORS AND SKIN.,rebel
REL_849,NOSE WHEEL,part of,MANHOLE,NOSE WHEEL FELL INTO UNCOVERED MANHOLE DURING TAXI. MANHOLE COVER NEARBY. DAMAGE TO NOSE GEAR DOORS AND SKIN.,rebel
REL_849,MANHOLE,has part,NOSE WHEEL,NOSE WHEEL FELL INTO UNCOVERED MANHOLE DURING TAXI. MANHOLE COVER NEARBY. DAMAGE TO NOSE GEAR DOORS AND SKIN.,rebel
REL_849,MANHOLE,has part,NOSE WHEEL,NOSE WHEEL FELL INTO UNCOVERED MANHOLE DURING TAXI. MANHOLE COVER NEARBY. DAMAGE TO NOSE GEAR DOORS AND SKIN.,rebel
REL_850,RED Line,instance of,TEMPERATURE,OIL TEMPERATURE REACHED RED LINE AND DURING TURN BACK TO AIRPORT ENGINE SEIZED. LANDED IN TREES. OIL STARVATION.,rebel
REL_851,FUEL PRIMER,located in the administrative territorial entity,FUEL,EMERGENCY LANDING AFTER POWER LOSS DURING TAKEOFF. FUEL PRIMER FOUND SLIGHTLY PULLED OUT. WATER FOUND IN FUEL.,rebel
REL_852,TAKEOFF,subclass of,AIRCRAFT,AIRCRAFT MUSHED DURING TAKEOFF WITH FULL FLAPS. ABORTED AS WING DROPPED. CONTACTED GRASS AND SLID INTO DEEP MUD.,rebel
REL_853,TAKEOFF,has part,TOGGLE SWITCH MAGS,DURING TAKEOFF FROM SNOW COVERED AREA CUFF OF JACKET INADVERTANTLY SHUT OFF BOTH TOGGLE SWITCH MAGS. HIT SMALL TREE,rebel
REL_853,TOGGLE SWITCH MAGS,part of,TAKEOFF,DURING TAKEOFF FROM SNOW COVERED AREA CUFF OF JACKET INADVERTANTLY SHUT OFF BOTH TOGGLE SWITCH MAGS. HIT SMALL TREE,rebel
REL_854,CLIMB,different from,PILOT,DURING CLIMB OBSERVED DOOR AJAR LIGHT. DOOR CAME OPEN AS PILOT APPROACHED. CLOSED DOOR IN FLIGHT. NO MALFUNCTION.,rebel
REL_854,PILOT,different from,CLIMB,DURING CLIMB OBSERVED DOOR AJAR LIGHT. DOOR CAME OPEN AS PILOT APPROACHED. CLOSED DOOR IN FLIGHT. NO MALFUNCTION.,rebel
REL_855,FUEL LINES,connects with,TANK,WING STRUCK SMALL TREE DURING LANDING AFTER ENGINE QUIT. WATER FOUND IN FUEL LINES AND TANK.,rebel
REL_855,TANK,connects with,FUEL LINES,WING STRUCK SMALL TREE DURING LANDING AFTER ENGINE QUIT. WATER FOUND IN FUEL LINES AND TANK.,rebel
REL_856,ICING,different from,IFR,PILOT WAS DESCENDING TO LOWER ALTITUDE DUE TO ICING. LOST CONTROL. ALTIMETER NOT IFR CERTIFIED. ICING FORECAST.,rebel
REL_856,IFR,different from,ICING,PILOT WAS DESCENDING TO LOWER ALTITUDE DUE TO ICING. LOST CONTROL. ALTIMETER NOT IFR CERTIFIED. ICING FORECAST.,rebel
REL_857,BAGGAGE,has part,LATCH,LEFT FORWARD BAGGAGE DOOR REPORTED OPEN IN FLIGHT. RETURNED TO LAND. DOOR LATCH FOUND TO BE UNDAMAGED.,rebel
REL_857,LATCH,part of,BAGGAGE,LEFT FORWARD BAGGAGE DOOR REPORTED OPEN IN FLIGHT. RETURNED TO LAND. DOOR LATCH FOUND TO BE UNDAMAGED.,rebel
REL_858,GROUND TUG,has part,NOSE TURN LIMIT,LOUD NOISE WITH GEAR RETRACTION. UNABLE TO EXTEND. SHIMMY DAMPER ROD END BROKE. GROUND TUG EXCEEDED NOSE TURN LIMIT,rebel
