entity_id,record_id,entity_text,entity_type,source
ENT_19840530038939A_0,19840530038939A,UNUSUAL ATTITUDE,ORG,spacy_ner
ENT_19840530038939A_0,19840530038939A,FAILURE,PERSON,spacy_ner
ENT_19840612026399A_0,19840612026399A,CAP,ORG,spacy_ner
ENT_19840612026399A_0,19840612026399A,RAN,ORG,spacy_ner
ENT_19840625033629A_0,19840625033629A,VEERED OFF ROAD,ORG,spacy_ner
ENT_19840712064689A_0,19840712064689A,2 YEARS,DATE,spacy_ner
ENT_19840609045639I_0,19840609045639I,NOSE,ORG,spacy_ner
ENT_19840609045639I_0,19840609045639I,ON ROLLOUT,ORG,spacy_ner
ENT_19840604044809I_0,19840604044809I,RAN,ORG,spacy_ner
ENT_19840604044809I_0,19840604044809I,RUNWAY,ORG,spacy_ner
ENT_19841020061099A_0,19841020061099A,THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH,ORG,spacy_ner
ENT_19840730069569I_0,19840730069569I,COWLING,PERSON,spacy_ner
ENT_19840730069569I_0,19840730069569I,LATCHED,ORG,spacy_ner
ENT_19840728059279A_0,19840728059279A,FRONT,ORG,spacy_ner
ENT_19840728059279A_0,19840728059279A,BELT,GPE,spacy_ner
ENT_19840722034119A_0,19840722034119A,SLID,PRODUCT,spacy_ner
ENT_19840722034119A_0,19840722034119A,ON TAKEOFF ROLL,ORG,spacy_ner
ENT_19840722034119A_0,19840722034119A,RUNWAY,ORG,spacy_ner
ENT_19840722034119A_0,19840722034119A,SEAT,ORG,spacy_ner
ENT_19840822042839A_0,19840822042839A,6650L,CARDINAL,spacy_ner
ENT_19840822042839A_0,19840822042839A,6530M.,CARDINAL,spacy_ner
ENT_19840822042839A_0,19840822042839A,SEAT,ORG,spacy_ner
ENT_19840904072969I_0,19840904072969I,SEAT,ORG,spacy_ner
ENT_19840904072969I_0,19840904072969I,SLID,PERSON,spacy_ner
ENT_19840904072969I_0,19840904072969I,ON TAKEOFF ROLL,ORG,spacy_ner
ENT_19840904072969I_0,19840904072969I,RUNWAY,ORG,spacy_ner
ENT_19840824053069I_0,19840824053069I,CRUISE,ORG,spacy_ner
ENT_19840720046129I_0,19840720046129I,CIRCLE,PERSON,spacy_ner
ENT_19841011055379A_0,19841011055379A,TWO,CARDINAL,spacy_ner
ENT_19840818041549A_0,19840818041549A,CLIMBOUT,ORG,spacy_ner
ENT_19840914055239A_0,19840914055239A,FUEL EXHAUSTION,PERSON,spacy_ner
ENT_19840903045109A_0,19840903045109A,CLIMBOUT,ORG,spacy_ner
ENT_19840907076829A_0,19840907076829A,GEAR,ORG,spacy_ner
ENT_19840907076829A_0,19840907076829A,IMPROPERLY,ORG,spacy_ner
ENT_19840907076829A_0,19840907076829A,FUEL,PRODUCT,spacy_ner
ENT_19841006058959I_0,19841006058959I,COWLING,PERSON,spacy_ner
ENT_19840922050589A_0,19840922050589A,CLIMB,GPE,spacy_ner
ENT_19841017057559A_0,19841017057559A,TURTLE,ORG,spacy_ner
ENT_19841023066839I_0,19841023066839I,AIRCRAFT ON CLIMB,ORG,spacy_ner
ENT_19840728035989A_0,19840728035989A,RUNWAY,ORG,spacy_ner
ENT_19840728035989A_0,19840728035989A,COPILOT,ORG,spacy_ner
ENT_19840829044519A_0,19840829044519A,RUNWAY,ORG,spacy_ner
ENT_19840905049679A_0,19840905049679A,SUBSEQUENTLY,ORG,spacy_ner
ENT_19840828044039A_0,19840828044039A,BAY BECAUSE OF LEAKING,ORG,spacy_ner
ENT_19840828044039A_0,19840828044039A,TWO,CARDINAL,spacy_ner
ENT_19840917049329A_0,19840917049329A,MAX X WIND COMPONENT,PRODUCT,spacy_ner
ENT_19840917049329A_0,19840917049329A,GEAR,ORG,spacy_ner
ENT_19840920049879A_0,19840920049879A,AIRCRAFT LOST,ORG,spacy_ner
ENT_19840920049879A_0,19840920049879A,DITCHED,GPE,spacy_ner
ENT_19840920049879A_0,19840920049879A,OCEAN,GPE,spacy_ner
ENT_19840920049879A_0,19840920049879A,147,CARDINAL,spacy_ner
ENT_19841112062819A_0,19841112062819A,RETRACTED EARLY,ORG,spacy_ner
ENT_19841209073469I_0,19841209073469I,BRAKE,ORG,spacy_ner
ENT_19841209073469I_0,19841209073469I,EMBANKMENT,PRODUCT,spacy_ner
ENT_19841209073469I_0,19841209073469I,BRAKE,ORG,spacy_ner
ENT_19841209073469I_0,19841209073469I,WORN,PERSON,spacy_ner
ENT_19841113071509I_0,19841113071509I,TRUNION SPREAD,ORG,spacy_ner
ENT_19841031065119I_0,19841031065119I,COWLING,PERSON,spacy_ner
ENT_19841031065119I_0,19841031065119I,IMPROPER LATCHING,PERSON,spacy_ner
ENT_19841121073629I_0,19841121073629I,QUARTS OF WATER IN LEFT,FAC,spacy_ner
ENT_19841201065849A_0,19841201065849A,AIRCRAFT COLLIDED WITH TREES,ORG,spacy_ner
ENT_19841121064409A_0,19841121064409A,AUTOPILOT INADVERTENTLY,ORG,spacy_ner
ENT_19841121064409A_0,19841121064409A,SLID,ORG,spacy_ner
ENT_19841121064409A_0,19841121064409A,ICY RUNWAY,ORG,spacy_ner
ENT_19841109067329A_0,19841109067329A,HARD LANDING ON BEACH AFTER,ORG,spacy_ner
ENT_19841108074379A_0,19841108074379A,SANK,ORG,spacy_ner
ENT_19841231071989I_0,19841231071989I,COWLING,PERSON,spacy_ner
ENT_19841231071989I_0,19841231071989I,ON INBOARD,ORG,spacy_ner
ENT_19841231071989I_0,19841231071989I,COWLING,PERSON,spacy_ner
ENT_19841110063299A_0,19841110063299A,FUEL LEAK,PERSON,spacy_ner
ENT_19841110063299A_0,19841110063299A,PLILOT,PERSON,spacy_ner
ENT_19841105073069I_0,19841105073069I,ONE,CARDINAL,spacy_ner
ENT_19841105073069I_0,19841105073069I,TANKS,GPE,spacy_ner
ENT_19841116062419A_0,19841116062419A,721101,CARDINAL,spacy_ner
ENT_19841220069339A_0,19841220069339A,ALTIMETER SETTING,ORG,spacy_ner
ENT_19841220069339A_0,19841220069339A,300,CARDINAL,spacy_ner
ENT_19841220069339A_0,19841220069339A,IMPACTED TREES,ORG,spacy_ner
ENT_19850105026449I_0,19850105026449I,FUEL,GPE,spacy_ner
ENT_19850103007209I_0,19850103007209I,50,CARDINAL,spacy_ner
ENT_19850103007209I_0,19850103007209I,FT WIDTH,ORG,spacy_ner
ENT_19850103007209I_0,19850103007209I,30,CARDINAL,spacy_ner
ENT_19850103007209I_0,19850103007209I,FT,ORG,spacy_ner
ENT_19850103007209I_0,19850103007209I,CURVE,ORG,spacy_ner
ENT_19850103007209I_0,19850103007209I,ENGINES,ORG,spacy_ner
ENT_19850105019239A_0,19850105019239A,POWERLINES,ORG,spacy_ner
ENT_19850110015469I_0,19850110015469I,TANKS,GPE,spacy_ner
ENT_19850110015469I_0,19850110015469I,STC,ORG,spacy_ner
ENT_19850118004909I_0,19850118004909I,ON TAKEOFF,ORG,spacy_ner
ENT_19850118004909I_0,19850118004909I,NOSE,ORG,spacy_ner
ENT_19850212008889I_0,19850212008889I,RUNWAY,ORG,spacy_ner
ENT_19850204009479I_0,19850204009479I,UNDERSPEED,GPE,spacy_ner
ENT_19850215009039I_0,19850215009039I,STRUCK EXTINGUISHER,PERSON,spacy_ner
ENT_19850131002779A_0,19850131002779A,RUNWAY,ORG,spacy_ner
ENT_19850204013039I_0,19850204013039I,5560G.,CARDINAL,spacy_ner
ENT_19850211030649I_0,19850211030649I,TURNED ON ENGINE ANTI,ORG,spacy_ner
ENT_19850211030649I_0,19850211030649I,IGNITORS,PERSON,spacy_ner
ENT_19850211030649I_0,19850211030649I,ICING,ORG,spacy_ner
ENT_19850211030649I_0,19850211030649I,RESTARTS,PERSON,spacy_ner
ENT_19850204001939A_0,19850204001939A,RUNWAY,ORG,spacy_ner
ENT_19850204001939A_0,19850204001939A,GEAR MOTOR CIRCUIT BREAKER,ORG,spacy_ner
ENT_19850208002969A_0,19850208002969A,UNSTOW,ORG,spacy_ner
ENT_19850208002969A_0,19850208002969A,GEAR,ORG,spacy_ner
ENT_19850208002969A_0,19850208002969A,RUNWAY,ORG,spacy_ner
ENT_19850211002549A_0,19850211002549A,GEAR,ORG,spacy_ner
ENT_19850211002549A_0,19850211002549A,BANKED,ORG,spacy_ner
ENT_19850211002549A_0,19850211002549A,NOSED,ORG,spacy_ner
ENT_19850211005389I_0,19850211005389I,NOSE,ORG,spacy_ner
ENT_19850323011529A_0,19850323011529A,FUEL PRIMER,PRODUCT,spacy_ner
ENT_19850323011529A_0,19850323011529A,SLIGHTLY PULLED OUT,ORG,spacy_ner
ENT_19850225004389A_0,19850225004389A,AIRCRAFT MUSHED,ORG,spacy_ner
ENT_19850225004389A_0,19850225004389A,SLID,ORG,spacy_ner
ENT_19850225004389A_0,19850225004389A,MUD,PRODUCT,spacy_ner
ENT_19850326017619I_0,19850326017619I,CUFF,ORG,spacy_ner
ENT_19850326017619I_0,19850326017619I,TOGGLE,ORG,spacy_ner
ENT_19850217008829I_0,19850217008829I,AS PILOT,PRODUCT,spacy_ner
ENT_19850315007389A_0,19850315007389A,ICING,ORG,spacy_ner
ENT_19850315007389A_0,19850315007389A,ALTIMETER,ORG,spacy_ner
ENT_19850315007389A_0,19850315007389A,ICING,ORG,spacy_ner
ENT_19850222009139I_0,19850222009139I,SHIMMY,PERSON,spacy_ner
ENT_19850320011479A_0,19850320011479A,TAILWIND,ORG,spacy_ner
ENT_19850228011799I_0,19850228011799I,ON TAKEOFF PILOT NOTICED OIL,ORG,spacy_ner
ENT_19850309024109I_0,19850309024109I,NOSE PARTIALLY,ORG,spacy_ner
ENT_19850309024109I_0,19850309024109I,COMPRESSED NOSE,ORG,spacy_ner
ENT_19850329017489I_0,19850329017489I,LAND ON DIRT ROAD,ORG,spacy_ner
ENT_19850329017489I_0,19850329017489I,EXHAUSTION,ORG,spacy_ner
ENT_19850227004599A_0,19850227004599A,ICE ON WINGS,ORG,spacy_ner
ENT_19850227004599A_0,19850227004599A,RUNWAY,ORG,spacy_ner
ENT_19850227004599A_0,19850227004599A,NOSEWHEEL,ORG,spacy_ner
ENT_19850227004599A_0,19850227004599A,PROPELLER,ORG,spacy_ner
ENT_19850325011949A_0,19850325011949A,AIRCRAFT NOSED,ORG,spacy_ner
ENT_19850325011949A_0,19850325011949A,GUSTY,ORG,spacy_ner
ENT_19850325011949A_0,19850325011949A,ARM ASSEMBLY,ORG,spacy_ner
ENT_19850304021269I_0,19850304021269I,RAN,ORG,spacy_ner
ENT_19850407020019I_0,19850407020019I,STRUCK RUNWAY,PERSON,spacy_ner
ENT_19850517067579A_0,19850517067579A,HSI,ORG,spacy_ner
ENT_19850517067579A_0,19850517067579A,STRUCK TREES,ORG,spacy_ner
ENT_19850503024529I_0,19850503024529I,STRUCK JETWAY,ORG,spacy_ner
ENT_19850501015179A_0,19850501015179A,BACKFIRE,ORG,spacy_ner
ENT_19850602035529I_0,19850602035529I,RUNWAY ON ROLLOUT,ORG,spacy_ner
ENT_19850413022499I_0,19850413022499I,RUNWAY,ORG,spacy_ner
ENT_19850413022499I_0,19850413022499I,BRAKE FLUID IN,ORG,spacy_ner
ENT_19850413022499I_0,19850413022499I,RESERVOIR,GPE,spacy_ner
ENT_19850524020679A_0,19850524020679A,TURNED FUEL,ORG,spacy_ner
ENT_19850524020679A_0,19850524020679A,GEAR,ORG,spacy_ner
ENT_19850607023489A_0,19850607023489A,VAPOR,ORG,spacy_ner
ENT_19850425014369A_0,19850425014369A,IMPACTED,ORG,spacy_ner
ENT_19850425014369A_0,19850425014369A,RUNWAY,ORG,spacy_ner
ENT_19850604058709I_0,19850604058709I,ON ROLLOUT AND AIRCRAFT GROUND,ORG,spacy_ner
ENT_19850506015649A_0,19850506015649A,FLIPPED,ORG,spacy_ner
ENT_19850511024129I_0,19850511024129I,LOST POWER ON,ORG,spacy_ner
ENT_19850511024129I_0,19850511024129I,ICING,ORG,spacy_ner
ENT_19850503015639A_0,19850503015639A,ON TAKEOFFS & LANDING,ORG,spacy_ner
ENT_19850527026669I_0,19850527026669I,PROCEEDED,PERSON,spacy_ner
ENT_19850512020139A_0,19850512020139A,FUEL SELECTOR ON EMPTY TANK,ORG,spacy_ner
ENT_19850512020139A_0,19850512020139A,FUEL,NORP,spacy_ner
ENT_19850523019889A_0,19850523019889A,RAN OFF END,ORG,spacy_ner
ENT_19850523019889A_0,19850523019889A,RUNWAY,ORG,spacy_ner
ENT_19850511016369A_0,19850511016369A,CANOPY,ORG,spacy_ner
ENT_19850511016369A_0,19850511016369A,CANOPY,ORG,spacy_ner
ENT_19850511016369A_0,19850511016369A,TOW RELEASE,ORG,spacy_ner
ENT_19850511016369A_0,19850511016369A,TURNBACK,ORG,spacy_ner
ENT_19850522037539I_0,19850522037539I,POWER LOSS ON ENGINES DUE TO WATER,ORG,spacy_ner
ENT_19850522037539I_0,19850522037539I,GEAR PARTIALLY,ORG,spacy_ner
ENT_19850430016769A_0,19850430016769A,INADVERTENTLY DEPLOYED,ORG,spacy_ner
ENT_19850430016769A_0,19850430016769A,ON RACETRACK,ORG,spacy_ner
ENT_19850419019989I_0,19850419019989I,GEAR,ORG,spacy_ner
ENT_19850418016709I_0,19850418016709I,AEROBATICS,ORG,spacy_ner
ENT_19850418016709I_0,19850418016709I,FUEL TANKS,PERSON,spacy_ner
ENT_19850526046459I_0,19850526046459I,ABORTED,ORG,spacy_ner
ENT_19850526046459I_0,19850526046459I,RAN,ORG,spacy_ner
ENT_19850526046459I_0,19850526046459I,RUNWAY,ORG,spacy_ner
ENT_19850521030419A_0,19850521030419A,STRUCK TREES AND GROUND DURING EMERGENCY LANDING,ORG,spacy_ner
ENT_19850606022729A_0,19850606022729A,RAN,ORG,spacy_ner
ENT_19850606022729A_0,19850606022729A,RUNWAY END,ORG,spacy_ner
ENT_19850606022729A_0,19850606022729A,GEAR,GPE,spacy_ner
ENT_19850606022729A_0,19850606022729A,FIRE ERUPTED,ORG,spacy_ner
ENT_19850525020799A_0,19850525020799A,3 MILES,QUANTITY,spacy_ner
ENT_19850720033059A_0,19850720033059A,GEAR,ORG,spacy_ner
ENT_19850720033059A_0,19850720033059A,PROPELLER,ORG,spacy_ner
ENT_19850714030989A_0,19850714030989A,BRAKE,ORG,spacy_ner
ENT_19850714030989A_0,19850714030989A,BRAKE LININGS,ORG,spacy_ner
ENT_19850714030989A_0,19850714030989A,LEAK,PERSON,spacy_ner
ENT_19850714040949I_0,19850714040949I,INADVERTENTLY,GPE,spacy_ner
ENT_19850807050789I_0,19850807050789I,NOSE GEAR SAFETY PIN OVERLOOKED DURING,ORG,spacy_ner
ENT_19850721040589A_0,19850721040589A,COLLIDED,PERSON,spacy_ner
ENT_19850630043819A_0,19850630043819A,INADVERTENTLY,GPE,spacy_ner
ENT_19850630043819A_0,19850630043819A,RAN OFF END,ORG,spacy_ner
ENT_19850630043819A_0,19850630043819A,RUNWAY,ORG,spacy_ner
ENT_19850721032809A_0,19850721032809A,RESTARTED ON OTHER,ORG,spacy_ner
ENT_19850721032809A_0,19850721032809A,SWERVED,PERSON,spacy_ner
ENT_19850721032809A_0,19850721032809A,RUNWAY,ORG,spacy_ner
ENT_19850725033779A_0,19850725033779A,RUNWAY,ORG,spacy_ner
ENT_19850709033999A_0,19850709033999A,RUNWAY,ORG,spacy_ner
ENT_19850822040369A_0,19850822040369A,STRUCK TREES DURING NIGHT,ORG,spacy_ner
ENT_19850808054699A_0,19850808054699A,WIND,GPE,spacy_ner
ENT_19850808054699A_0,19850808054699A,AIRCRAFT GROUND LOOPED,ORG,spacy_ner
ENT_19850629050419I_0,19850629050419I,GEAR,ORG,spacy_ner
ENT_19850629050419I_0,19850629050419I,ON TAKEOFF ROLL,ORG,spacy_ner
ENT_19850629050419I_0,19850629050419I,BEEN INADVERTENTLY PLACED IN,ORG,spacy_ner
ENT_19850711054969I_0,19850711054969I,CANOPY,ORG,spacy_ner
ENT_19850711054969I_0,19850711054969I,CANOPY BLEW OFF,ORG,spacy_ner
ENT_19850718049789A_0,19850718049789A,BEGAN,PERSON,spacy_ner
ENT_19850702029069A_0,19850702029069A,MUD,ORG,spacy_ner
ENT_19850702029069A_0,19850702029069A,ON TURN TO,ORG,spacy_ner
ENT_19850702029069A_0,19850702029069A,GREENBRIER VALLEY,GPE,spacy_ner
ENT_19850828059239I_0,19850828059239I,VECTORED TO AIRPORT,ORG,spacy_ner
ENT_19850828059239I_0,19850828059239I,FUEL PRIMER UNLOCKED,ORG,spacy_ner
ENT_19850711035219A_0,19850711035219A,THROTTLE CABLE BECAME LOOSE,ORG,spacy_ner
ENT_19850711035219A_0,19850711035219A,BLADES HIT GROUND,ORG,spacy_ner
ENT_19850703044149A_0,19850703044149A,RAN THROUGH FENCE,ORG,spacy_ner
ENT_19850703044149A_0,19850703044149A,DIRT,GPE,spacy_ner
ENT_19850803061679A_0,19850803061679A,DIRECTIONAL CONTROL,ORG,spacy_ner
ENT_19850714039999I_0,19850714039999I,ON ROAD,ORG,spacy_ner
ENT_19850714039999I_0,19850714039999I,VAPOR,ORG,spacy_ner
ENT_19850714039999I_0,19850714039999I,CAP,ORG,spacy_ner
ENT_19850704056159A_0,19850704056159A,CAP,ORG,spacy_ner
ENT_19850725040629I_0,19850725040629I,FUEL SIPHONING IDENTIFIED AS,ORG,spacy_ner
ENT_19850725040629I_0,19850725040629I,GEAR,ORG,spacy_ner
ENT_19850716038969A_0,19850716038969A,IMPROPERLY SECURED,ORG,spacy_ner
ENT_19850615025709A_0,19850615025709A,LAKE,GPE,spacy_ner
ENT_19850726053599I_0,19850726053599I,RUNWAY,ORG,spacy_ner
ENT_19850726053599I_0,19850726053599I,FOG,ORG,spacy_ner
ENT_19850816043229A_0,19850816043229A,60,CARDINAL,spacy_ner
ENT_19850816043229A_0,19850816043229A,MPH ON TAKEOFF ROLL,ORG,spacy_ner
ENT_19850816043229A_0,19850816043229A,RETRACTION,ORG,spacy_ner
ENT_19850812050409I_0,19850812050409I,TRENCH DAMAGING NOSE GEAR,ORG,spacy_ner
ENT_19850623027189A_0,19850623027189A,BOUNCED,ORG,spacy_ner
ENT_19850623027189A_0,19850623027189A,POWER REDUCED STRUCK GROUND,ORG,spacy_ner
ENT_19850805040409A_0,19850805040409A,IMPACTED,ORG,spacy_ner
ENT_19850805040409A_0,19850805040409A,FUEL GAUGES,PERSON,spacy_ner
ENT_19850805040409A_0,19850805040409A,UNRELIABLE,ORG,spacy_ner
ENT_19850805040409A_0,19850805040409A,84,DATE,spacy_ner
ENT_19850716032239A_0,19850716032239A,IMPROPERLY POSITIONED,ORG,spacy_ner
ENT_19850716032239A_0,19850716032239A,DISCERN,ORG,spacy_ner
ENT_19850813056319A_0,19850813056319A,RAN,ORG,spacy_ner
ENT_19850813056319A_0,19850813056319A,RUNWAY END,ORG,spacy_ner
ENT_19850813056319A_0,19850813056319A,ONE,CARDINAL,spacy_ner
ENT_19850715053139I_0,19850715053139I,SLID,PERSON,spacy_ner
ENT_19850715053139I_0,19850715053139I,DIRECTIONAL,ORG,spacy_ner
ENT_19850715053139I_0,19850715053139I,RUNWAY,ORG,spacy_ner
ENT_19850826041329A_0,19850826041329A,180,CARDINAL,spacy_ner
ENT_19850625055149A_0,19850625055149A,BELT,PERSON,spacy_ner
ENT_19850630031189A_0,19850630031189A,RUNWAY,ORG,spacy_ner
ENT_19850630031189A_0,19850630031189A,ONE,CARDINAL,spacy_ner
ENT_19850725033709A_0,19850725033709A,IMPACTED,ORG,spacy_ner
ENT_19850725033709A_0,19850725033709A,CAP,ORG,spacy_ner
ENT_19850711030619A_0,19850711030619A,RAN,ORG,spacy_ner
ENT_19850711030619A_0,19850711030619A,RUNWAY END,ORG,spacy_ner
ENT_19850711030619A_0,19850711030619A,TREE,ORG,spacy_ner
ENT_19850711030609A_0,19850711030609A,FUEL SIPHONED OUT,ORG,spacy_ner
ENT_19850711030609A_0,19850711030609A,HIT TREES,ORG,spacy_ner
ENT_19850713031179A_0,19850713031179A,STRUCK TREES DURING GO AROUND AFTER,ORG,spacy_ner
ENT_19850713031179A_0,19850713031179A,PROPELLER,ORG,spacy_ner
ENT_19850713031179A_0,19850713031179A,CRUISE,ORG,spacy_ner
ENT_19850727034409A_0,19850727034409A,INADVERTENTLY,GPE,spacy_ner
ENT_19850727034409A_0,19850727034409A,BOUNCED,ORG,spacy_ner
ENT_19850625027899A_0,19850625027899A,CANOPY UNLATCHED,ORG,spacy_ner
ENT_19850625027899A_0,19850625027899A,CANOPY,ORG,spacy_ner
ENT_19850625027899A_0,19850625027899A,STRUCK A PARKED AIRCRAFT,ORG,spacy_ner
ENT_19850820039639A_0,19850820039639A,FUEL SELECTOR ON EMPTY TANK,ORG,spacy_ner
ENT_19850611023949A_0,19850611023949A,RUNWAY,ORG,spacy_ner
ENT_19850808059739I_0,19850808059739I,AIRCRAFT TOOK,ORG,spacy_ner
ENT_19851229066289A_0,19851229066289A,AIRCRAFT DRIFTED,ORG,spacy_ner
ENT_19851229066289A_0,19851229066289A,25,CARDINAL,spacy_ner
ENT_19851010054789A_0,19851010054789A,RETRACTED FLAPS,PERSON,spacy_ner
ENT_19851010054789A_0,19851010054789A,RUNWAY,ORG,spacy_ner
ENT_19851010054789A_0,19851010054789A,VEERED,ORG,spacy_ner
ENT_19851010054789A_0,19851010054789A,RUNWAY,ORG,spacy_ner
ENT_19851024060609I_0,19851024060609I,BAGGAGE,PERSON,spacy_ner
ENT_19851229063869A_0,19851229063869A,OIL STREAMED OUT,ORG,spacy_ner
ENT_19851229063869A_0,19851229063869A,GEAR,ORG,spacy_ner
ENT_19851229063869A_0,19851229063869A,DIPSTICK LOOSE,ORG,spacy_ner
ENT_19851029054409A_0,19851029054409A,TANKS,GPE,spacy_ner
ENT_19851029054409A_0,19851029054409A,LOST POWER ON TAKEOFF,ORG,spacy_ner
ENT_19851029054409A_0,19851029054409A,TREE,ORG,spacy_ner
ENT_19850929055389I_0,19850929055389I,SURF,GPE,spacy_ner
ENT_19851018075929A_0,19851018075929A,STRUCK DIRT BANK,ORG,spacy_ner
ENT_19851018075929A_0,19851018075929A,FLIPPED,ORG,spacy_ner
ENT_19851018075929A_0,19851018075929A,SUMP,ORG,spacy_ner
ENT_19851018075929A_0,19851018075929A,FROZEN SHUT,PERSON,spacy_ner
ENT_19851020075599A_0,19851020075599A,UNINTENTIONAL,ORG,spacy_ner
ENT_19851020075599A_0,19851020075599A,TOUCHDOWN,GPE,spacy_ner
ENT_19851020075599A_0,19851020075599A,VEER,ORG,spacy_ner
ENT_19851020075599A_0,19851020075599A,RUNWAY,ORG,spacy_ner
ENT_19851020075599A_0,19851020075599A,RAN,ORG,spacy_ner
ENT_19851221063349A_0,19851221063349A,ONE,CARDINAL,spacy_ner
ENT_19851221063349A_0,19851221063349A,DIRT,PERSON,spacy_ner
ENT_19851218069169I_0,19851218069169I,STATIC PORTS,ORG,spacy_ner
ENT_19850921053609I_0,19850921053609I,CAP,ORG,spacy_ner
ENT_19851231066789A_0,19851231066789A,SKI MOUNT RETAINING,ORG,spacy_ner
ENT_19851231066789A_0,19851231066789A,SKI,ORG,spacy_ner
ENT_19851231066789A_0,19851231066789A,MOUNT ON LANDING,ORG,spacy_ner
ENT_19851109076609A_0,19851109076609A,THE DAY BEFORE,DATE,spacy_ner
ENT_19851023059249I_0,19851023059249I,GEAR,ORG,spacy_ner
ENT_19851023059249I_0,19851023059249I,ON ROLLOUT,ORG,spacy_ner
ENT_19851127064419I_0,19851127064419I,RED UNSAFE LIGHT WITH,ORG,spacy_ner
ENT_19851214075499A_0,19851214075499A,IMPACTED RUNWAY,PERSON,spacy_ner
ENT_19851218075099I_0,19851218075099I,ON TAKEOFF ROLL,ORG,spacy_ner
ENT_19851218075099I_0,19851218075099I,GEAR,ORG,spacy_ner
ENT_19850922046799A_0,19850922046799A,ON RAILROAD,ORG,spacy_ner
ENT_19850922046799A_0,19850922046799A,FOUL ODOR AND,PERSON,spacy_ner
ENT_19851205060869A_0,19851205060869A,TANKS,GPE,spacy_ner
ENT_19851205060869A_0,19851205060869A,RELIED ON INACCURATE FUEL GAUGES,ORG,spacy_ner
ENT_19860109003629I_0,19860109003629I,COWLING,PERSON,spacy_ner
ENT_19860109003629I_0,19860109003629I,ONE,CARDINAL,spacy_ner
ENT_19851230072509I_0,19851230072509I,AIRCRAFT,ORG,spacy_ner
ENT_19851230072509I_0,19851230072509I,RAN,ORG,spacy_ner
ENT_19851230072509I_0,19851230072509I,RUNWAY,ORG,spacy_ner
ENT_19851031065809I_0,19851031065809I,IFR,ORG,spacy_ner
ENT_19850929048249A_0,19850929048249A,NOSED,ORG,spacy_ner
ENT_19850924057669A_0,19850924057669A,PROPELLER,ORG,spacy_ner
ENT_19850924057669A_0,19850924057669A,2/3,CARDINAL,spacy_ner
ENT_19851126058149A_0,19851126058149A,TIME,ORG,spacy_ner
ENT_19851126058149A_0,19851126058149A,RUNWAY,ORG,spacy_ner
ENT_19851126058149A_0,19851126058149A,RUNWAY,ORG,spacy_ner
ENT_19850921052289I_0,19850921052289I,LANDED GEAR,ORG,spacy_ner
ENT_19851004049089A_0,19851004049089A,RAN OUT,ORG,spacy_ner
ENT_19851004049089A_0,19851004049089A,FUEL ON,PRODUCT,spacy_ner
ENT_19851225070029I_0,19851225070029I,COWLING,PERSON,spacy_ner
ENT_19851210066319I_0,19851210066319I,BE CONDUCTED,ORG,spacy_ner
ENT_19851119064779I_0,19851119064779I,TIRES BLEW,PERSON,spacy_ner
ENT_19851119064779I_0,19851119064779I,ICY RUNWAY WITH PARKING,ORG,spacy_ner
ENT_19850922046639A_0,19850922046639A,TRIED TO PICK UP HEAVY EXTERNAL LOAD,ORG,spacy_ner
ENT_19851007070899I_0,19851007070899I,TIGHT,ORG,spacy_ner
ENT_19851016052529A_0,19851016052529A,ICE,ORG,spacy_ner
ENT_19860421014439A_0,19860421014439A,ABORTED,ORG,spacy_ner
ENT_19860118000879A_0,19860118000879A,AIRCRAFT CRASHED DURING,ORG,spacy_ner
ENT_19860219003429A_0,19860219003429A,USED WINDSHIELD ALCOHOL,ORG,spacy_ner
ENT_19860219003429A_0,19860219003429A,ANTIICER,ORG,spacy_ner
ENT_19860418027659I_0,19860418027659I,COWL POPPED UP,ORG,spacy_ner
ENT_19860128008879I_0,19860128008879I,NOSE GEAR,ORG,spacy_ner
ENT_19860410020519I_0,19860410020519I,GEAR,ORG,spacy_ner
ENT_19860506076999A_0,19860506076999A,AIRCRAFT SANK,ORG,spacy_ner
ENT_19860506076999A_0,19860506076999A,OCEAN,GPE,spacy_ner
ENT_19860319033029I_0,19860319033029I,190,CARDINAL,spacy_ner
ENT_19860319033029I_0,19860319033029I,AUTOPILOT,ORG,spacy_ner
ENT_19860327013679I_0,19860327013679I,TIE,ORG,spacy_ner
ENT_19860115025549I_0,19860115025549I,CIRCUIT BREAKER,PERSON,spacy_ner
ENT_19860221007859I_0,19860221007859I,CAP,ORG,spacy_ner
ENT_19860329018939I_0,19860329018939I,SNAPPED,ORG,spacy_ner
ENT_19860222005049A_0,19860222005049A,DYNAMIC ROLLOVER,PERSON,spacy_ner
ENT_19860427042939A_0,19860427042939A,CANOPY,ORG,spacy_ner
ENT_19860427042939A_0,19860427042939A,AGL,ORG,spacy_ner
ENT_19860427042939A_0,19860427042939A,NOSED,ORG,spacy_ner
ENT_19860427042939A_0,19860427042939A,RUNWAY,ORG,spacy_ner
ENT_19860306018449I_0,19860306018449I,ZERO,CARDINAL,spacy_ner
ENT_19860306018449I_0,19860306018449I,DISENGAGED AUTO PILOT,ORG,spacy_ner
ENT_19860428028519I_0,19860428028519I,RAN,ORG,spacy_ner
ENT_19860428028519I_0,19860428028519I,RUNWAY,ORG,spacy_ner
